school,sex,age,address,taille_famille,parents_cohabitation,niveau_edu_mere,niveau_edu_pere,emploi_mere,emploi_pere,raison_choix_ecole,tuteur,traveltime,studytime,failures,soutien_edu_sup,soutien_fam_sup,cours_payant_sup,activities,frequente_maternelle,etu_superieur,internet,romantic,qualite_relation_fam,freetime,sorties_amis,conso_alcool_workday,conso_alcool_weekend,health,absences,G1,G2,G3,matiere
GP,F,15,R,GT3,True,college,college,at_home,other,reputation,mother,1,1,0,True,True,True,True,True,True,False,False,4,3,1,1,1,2,8,14,13,13,Maths
GP,F,16,U,LE3,True,college,college,other,other,home,mother,2,2,1,False,True,False,True,False,True,True,True,3,3,3,1,2,3,25,7,10,11,Maths
GP,M,15,U,LE3,True,universite,universite,teacher,other,home,other,1,1,0,False,True,False,False,False,True,True,True,5,4,3,2,4,5,8,12,12,12,Maths
GP,M,15,U,GT3,True,universite,universite,services,teacher,course,father,1,2,0,False,True,False,True,True,True,True,False,4,3,3,1,1,5,2,19,18,18,Maths
GP,M,15,U,GT3,True,college,college,services,services,course,father,1,1,0,True,True,False,False,True,True,True,False,5,4,1,1,1,1,0,8,8,11,Maths
GP,F,16,U,LE3,True,college,college,other,at_home,course,father,2,2,1,True,False,False,True,True,True,True,False,4,3,3,2,2,5,14,10,10,9,Maths
GP,F,15,U,LE3,False,universite,lycee,other,other,course,mother,1,2,0,True,True,True,True,True,True,True,True,5,2,2,1,1,5,8,8,8,6,Maths
GP,F,16,U,LE3,False,lycee,lycee,other,services,home,mother,1,2,0,False,True,False,False,True,True,True,False,2,3,5,1,4,3,12,11,12,11,Maths
GP,M,16,U,GT3,True,universite,lycee,health,services,reputation,mother,1,4,0,False,False,False,True,True,True,True,False,4,2,2,1,1,2,4,19,19,20,Maths
GP,M,15,U,GT3,True,universite,college,teacher,other,home,mother,1,2,0,False,True,True,False,True,True,False,False,4,3,3,2,2,5,2,15,15,14,Maths
GP,F,15,U,GT3,True,universite,universite,services,teacher,other,father,1,2,1,True,True,False,True,False,True,True,False,4,4,4,1,1,3,2,7,7,7,Maths
GP,F,16,U,LE3,True,college,college,services,services,course,mother,3,2,0,False,True,True,False,True,True,True,False,4,3,3,2,3,4,2,12,13,13,Maths
GP,F,15,U,LE3,True,universite,college,health,other,other,mother,1,2,0,False,True,True,False,True,True,True,False,4,3,3,1,1,5,2,11,13,13,Maths
GP,M,15,U,LE3,False,universite,college,health,health,other,father,2,1,1,False,False,False,False,True,True,False,False,5,5,5,3,4,5,6,11,11,10,Maths
GP,F,15,U,GT3,True,universite,universite,services,services,course,mother,1,1,0,True,True,True,False,True,True,True,False,3,3,4,2,3,5,0,8,10,11,Maths
GP,F,15,U,LE3,False,lycee,lycee,other,other,other,mother,1,1,0,False,False,True,False,True,True,True,False,5,3,4,4,4,1,6,10,13,13,Maths
GP,F,16,U,GT3,False,college,primaire,other,other,other,mother,1,2,0,False,False,True,True,True,True,True,True,5,3,4,1,1,2,8,8,9,10,Maths
GP,F,15,U,GT3,False,universite,lycee,services,services,reputation,mother,1,2,0,False,True,True,True,True,True,True,False,4,3,2,1,1,1,0,14,15,15,Maths
GP,M,15,U,GT3,True,universite,universite,teacher,health,reputation,mother,1,2,0,False,True,False,True,True,True,False,False,3,2,2,1,1,5,4,14,15,15,Maths
GP,M,15,U,LE3,True,primaire,college,other,at_home,home,father,1,2,0,True,True,False,True,True,True,True,False,4,3,2,1,1,5,2,9,10,9,Maths
GP,F,16,U,GT3,True,universite,college,services,other,course,mother,1,2,0,False,True,False,False,True,True,True,False,4,2,3,1,1,5,2,15,16,16,Maths
GP,F,16,R,GT3,True,universite,universite,health,teacher,other,mother,1,2,0,False,True,False,True,True,True,False,False,2,4,4,2,3,4,6,10,11,11,Maths
GP,F,16,U,GT3,True,primaire,primaire,services,services,course,father,4,1,0,True,True,False,True,False,True,True,True,5,5,5,5,5,5,6,10,8,11,Maths
GP,F,16,U,LE3,True,primaire,college,other,services,reputation,father,1,2,0,True,False,False,True,True,True,True,False,4,4,3,1,1,1,4,8,10,9,Maths
GP,F,16,U,GT3,True,universite,lycee,teacher,health,home,mother,1,3,0,True,True,True,True,True,True,True,False,3,4,4,2,4,4,2,10,9,9,Maths
GP,F,15,U,LE3,True,universite,lycee,services,services,reputation,father,1,2,0,True,False,False,True,True,True,True,True,4,4,4,2,4,2,0,10,10,10,Maths
GP,F,16,U,LE3,True,universite,lycee,teacher,services,course,mother,3,2,0,False,True,False,True,True,True,True,False,5,4,3,1,2,1,2,16,15,15,Maths
GP,M,15,U,GT3,False,universite,universite,other,services,reputation,mother,1,4,0,False,True,False,True,False,True,True,True,1,3,3,5,5,3,4,13,13,12,Maths
GP,F,16,U,GT3,True,lycee,primaire,services,other,course,mother,1,4,0,True,True,True,False,True,True,True,False,4,3,3,1,2,5,4,7,7,6,Maths
GP,F,15,R,LE3,True,college,college,health,services,reputation,mother,2,2,0,True,True,True,False,True,True,True,False,4,1,3,1,3,4,2,8,9,8,Maths
GP,F,15,R,LE3,True,lycee,primaire,other,other,reputation,father,2,4,0,False,True,False,False,False,True,True,False,4,4,2,2,3,3,12,16,16,16,Maths
GP,M,16,U,GT3,True,lycee,primaire,other,other,reputation,father,2,4,0,False,True,True,False,True,True,True,False,4,3,2,1,1,5,0,13,15,15,Maths
GP,M,15,U,GT3,True,universite,college,other,other,course,mother,1,4,0,False,False,False,False,True,True,True,False,3,3,3,1,1,3,0,10,10,10,Maths
GP,F,15,R,GT3,True,primaire,primaire,other,other,reputation,mother,1,2,2,True,True,False,False,False,True,True,True,3,3,4,2,4,5,2,8,6,5,Maths
GP,M,16,U,GT3,True,lycee,primaire,other,other,reputation,mother,1,1,0,False,False,False,True,True,True,False,False,5,3,2,2,2,5,2,12,12,14,Maths
GP,F,16,U,GT3,True,lycee,lycee,other,services,home,mother,1,2,0,True,True,True,True,True,True,True,False,4,3,3,2,4,5,54,11,12,11,Maths
GP,M,15,U,GT3,True,universite,lycee,teacher,other,home,mother,1,2,0,False,True,True,True,True,True,True,False,4,3,3,2,3,5,6,9,9,10,Maths
GP,M,15,U,GT3,True,universite,aucun,teacher,other,course,mother,2,4,0,False,False,False,True,True,True,True,False,3,4,3,1,1,1,8,11,11,10,Maths
GP,F,16,U,GT3,True,college,college,other,other,reputation,mother,1,4,0,False,False,True,False,True,True,True,True,5,2,3,1,3,3,0,11,11,11,Maths
GP,M,17,U,GT3,True,college,primaire,other,other,home,mother,2,1,3,True,True,False,True,True,False,True,False,4,5,1,1,1,3,2,8,8,10,Maths
GP,F,16,U,GT3,True,lycee,universite,at_home,other,course,mother,1,2,0,False,True,False,False,True,True,True,False,2,4,3,1,2,3,12,5,5,5,Maths
GP,M,15,U,GT3,True,college,lycee,other,services,course,father,1,1,0,True,True,True,True,False,True,True,True,3,2,2,1,3,3,2,10,12,12,Maths
GP,M,15,U,GT3,True,college,lycee,other,other,home,mother,1,3,0,True,False,True,False,False,True,True,False,5,3,2,1,2,5,4,11,10,11,Maths
GP,F,15,U,LE3,True,lycee,college,services,other,reputation,mother,1,2,0,False,True,True,False,True,True,True,False,4,4,4,1,1,5,10,7,6,6,Maths
GP,M,15,U,LE3,True,college,college,services,services,home,mother,2,2,0,False,False,True,True,True,True,True,False,5,3,3,1,3,4,4,15,15,15,Maths
GP,F,15,U,GT3,True,primaire,primaire,other,other,home,father,1,2,0,False,True,False,True,False,True,True,False,4,3,2,2,3,4,2,9,10,10,Maths
GP,F,15,U,GT3,True,universite,universite,services,services,reputation,father,2,2,2,False,False,True,False,True,True,True,True,4,4,4,2,3,5,6,7,9,8,Maths
GP,F,16,U,LE3,True,college,college,at_home,other,course,mother,1,2,0,False,True,False,False,True,True,False,False,4,3,4,1,2,2,4,8,7,6,Maths
GP,F,15,U,GT3,True,universite,college,other,other,reputation,mother,1,3,0,False,True,False,True,True,True,True,False,5,3,3,1,3,1,4,13,14,14,Maths
GP,M,16,U,GT3,True,college,college,services,other,reputation,father,2,2,1,False,False,True,True,False,True,True,False,4,4,2,1,1,3,12,11,10,10,Maths
GP,M,16,U,LE3,False,universite,universite,teacher,health,reputation,mother,1,2,0,False,True,False,False,True,True,False,False,4,1,3,3,5,5,18,8,6,7,Maths
GP,F,16,U,GT3,True,lycee,lycee,other,other,home,mother,1,3,0,False,True,True,False,True,True,True,True,4,3,3,1,3,4,0,7,7,8,Maths
GP,F,15,U,GT3,True,universite,lycee,services,other,reputation,mother,1,1,0,False,False,True,True,True,True,True,False,4,5,5,1,3,1,4,16,17,18,Maths
GP,F,16,U,LE3,True,lycee,primaire,other,other,home,father,1,2,0,True,True,False,False,True,True,False,False,3,3,3,2,3,2,4,7,6,6,Maths
GP,F,16,U,GT3,True,universite,college,teacher,services,home,mother,2,2,0,False,True,True,True,True,True,True,False,5,3,3,1,1,1,0,11,10,10,Maths
GP,M,15,U,LE3,True,college,college,services,health,reputation,mother,1,4,0,False,True,False,True,True,True,True,False,4,3,4,1,1,4,6,11,13,14,Maths
GP,F,15,R,GT3,True,primaire,primaire,at_home,other,home,mother,2,4,1,True,True,True,True,True,True,True,False,3,1,2,1,1,1,2,7,10,10,Maths
GP,M,16,R,GT3,True,universite,lycee,services,other,reputation,mother,2,1,0,True,True,False,True,False,True,True,False,3,3,3,1,1,4,2,11,15,15,Maths
GP,F,16,U,GT3,True,college,primaire,other,other,course,mother,1,2,0,False,True,True,False,True,True,False,True,4,3,5,1,1,5,2,8,9,10,Maths
GP,F,16,U,GT3,True,universite,universite,other,other,reputation,mother,1,1,0,False,False,False,True,False,True,True,False,5,3,4,1,2,1,6,11,14,14,Maths
GP,F,16,U,GT3,True,universite,lycee,other,at_home,course,mother,1,3,0,True,True,True,False,True,True,True,False,5,3,5,1,1,3,0,7,9,8,Maths
GP,M,16,U,GT3,True,universite,universite,services,services,other,mother,1,1,0,True,True,True,True,True,True,True,False,4,5,5,5,5,4,14,7,7,5,Maths
GP,M,16,U,GT3,True,universite,universite,services,teacher,other,father,1,3,0,False,True,False,True,True,True,True,True,4,4,3,1,1,4,0,16,17,17,Maths
GP,M,15,U,GT3,True,universite,universite,services,other,course,mother,1,1,0,False,True,False,True,False,True,True,False,5,3,3,1,1,5,4,10,13,14,Maths
GP,F,15,U,GT3,True,lycee,college,services,other,home,mother,2,2,0,True,True,True,False,True,True,True,False,4,3,5,1,1,2,26,7,6,6,Maths
GP,M,15,U,GT3,False,lycee,universite,services,other,course,mother,1,2,0,False,True,True,True,True,True,True,False,5,4,4,1,1,1,0,16,18,18,Maths
GP,F,15,U,GT3,False,lycee,lycee,other,health,reputation,father,1,4,0,True,False,False,False,True,True,False,False,4,3,3,1,1,4,10,10,11,11,Maths
GP,F,15,U,GT3,True,college,college,other,other,course,mother,1,4,0,True,True,True,False,True,True,True,False,5,1,2,1,1,3,8,7,8,8,Maths
GP,M,16,U,GT3,True,lycee,lycee,services,other,home,father,1,3,0,False,True,False,True,True,True,True,False,5,3,3,1,1,5,2,16,18,18,Maths
GP,M,15,R,GT3,True,universite,universite,other,other,home,father,4,4,0,False,True,True,True,True,True,True,True,1,3,5,3,5,1,6,10,13,13,Maths
GP,F,16,U,LE3,True,universite,universite,health,health,other,mother,1,3,0,False,True,True,True,True,True,True,True,5,4,5,1,1,4,4,14,15,16,Maths
GP,M,15,U,LE3,False,universite,universite,teacher,teacher,course,mother,1,1,0,False,False,False,True,True,True,True,False,5,5,3,1,1,4,6,18,19,19,Maths
GP,F,16,R,GT3,True,lycee,lycee,services,other,reputation,father,1,3,1,True,True,False,True,True,True,True,False,4,1,2,1,1,2,0,7,10,10,Maths
GP,F,16,U,GT3,True,college,college,at_home,other,home,mother,1,2,1,True,False,False,True,True,True,True,False,3,1,2,1,1,5,6,10,13,13,Maths
GP,M,15,U,LE3,True,universite,college,teacher,other,course,mother,1,1,0,False,False,False,False,True,True,True,False,3,5,2,1,1,3,10,18,19,19,Maths
GP,M,15,R,GT3,True,college,primaire,health,services,reputation,mother,1,2,0,False,False,False,True,True,True,True,True,5,4,2,1,1,5,8,9,9,9,Maths
GP,M,16,U,GT3,True,universite,universite,teacher,teacher,course,father,1,2,0,False,True,False,True,True,True,True,False,5,4,4,1,2,5,2,15,15,16,Maths
GP,M,15,U,GT3,True,universite,universite,other,teacher,reputation,father,2,2,0,False,True,False,True,True,True,False,False,4,4,3,1,1,2,2,11,13,14,Maths
GP,M,16,U,GT3,True,lycee,lycee,other,services,home,father,2,1,0,False,False,False,True,True,True,True,False,5,4,2,1,1,5,0,13,14,13,Maths
GP,M,17,R,GT3,True,primaire,lycee,other,other,course,father,3,2,1,False,True,False,True,True,True,True,False,5,2,4,1,4,5,20,9,7,8,Maths
GP,M,15,U,GT3,True,lycee,universite,other,other,reputation,father,1,1,0,False,False,False,False,True,True,True,False,3,4,3,1,2,4,6,14,13,13,Maths
GP,F,15,U,GT3,True,primaire,college,at_home,services,course,mother,1,2,0,False,False,False,False,False,True,True,False,3,2,3,1,2,1,2,16,15,15,Maths
GP,M,15,U,GT3,True,college,college,services,services,home,father,1,4,0,False,True,True,True,True,True,True,False,5,5,4,1,2,5,6,16,14,15,Maths
GP,F,16,U,LE3,True,college,universite,other,health,course,father,2,2,0,False,True,True,True,True,True,True,True,4,2,2,1,2,5,2,13,13,13,Maths
GP,M,16,U,GT3,True,universite,universite,health,other,course,mother,1,1,0,False,True,False,True,True,True,True,False,3,4,4,1,4,5,18,14,11,13,Maths
GP,F,16,U,GT3,True,college,college,other,other,home,mother,1,2,0,False,False,True,False,True,True,True,True,5,4,4,1,1,5,0,8,7,8,Maths
GP,M,15,U,GT3,True,lycee,universite,services,services,home,father,1,1,0,True,False,False,False,True,True,True,False,5,5,5,3,2,5,0,13,13,12,Maths
GP,F,15,U,LE3,False,lycee,universite,other,other,home,mother,1,2,0,True,False,False,True,True,True,True,True,5,3,2,1,1,1,0,7,10,11,Maths
GP,F,19,U,GT3,True,aucun,primaire,at_home,other,course,other,1,2,3,False,True,False,False,False,False,False,False,3,4,2,1,1,5,2,7,8,9,Maths
GP,M,18,R,GT3,True,college,college,services,other,reputation,mother,1,1,2,False,True,False,True,True,True,True,False,3,3,3,1,2,4,0,7,4,0,Maths
GP,M,16,R,GT3,True,universite,universite,teacher,teacher,course,mother,1,1,0,False,False,True,True,True,True,True,False,3,5,5,2,5,4,8,18,18,18,Maths
GP,F,15,R,GT3,True,lycee,universite,services,teacher,course,father,2,3,2,False,True,False,False,True,True,True,True,4,2,2,2,2,5,0,12,0,0,Maths
GP,F,15,U,GT3,True,primaire,primaire,at_home,other,course,mother,3,1,0,False,True,False,True,False,True,True,True,4,3,3,1,2,4,0,8,0,0,Maths
GP,F,17,U,LE3,True,college,college,other,other,course,father,1,1,0,False,True,False,False,True,True,True,True,3,4,4,1,3,5,12,10,13,12,Maths
GP,F,16,U,GT3,False,lycee,universite,services,other,course,father,1,1,0,False,False,False,False,True,True,True,False,3,2,1,1,4,5,16,12,11,11,Maths
GP,M,15,R,GT3,True,lycee,universite,at_home,teacher,course,mother,4,2,0,False,True,False,False,True,True,False,True,5,3,3,1,1,5,0,9,0,0,Maths
GP,F,15,U,GT3,True,universite,universite,services,at_home,course,mother,1,3,0,False,True,False,True,True,True,True,True,4,3,3,1,1,5,0,11,0,0,Maths
GP,M,17,R,GT3,True,lycee,universite,at_home,other,course,mother,3,2,0,False,False,False,False,True,True,False,False,5,4,5,2,4,5,0,10,0,0,Maths
GP,F,16,U,GT3,False,lycee,lycee,other,other,course,other,2,1,2,False,True,False,True,False,True,True,True,4,3,2,1,1,5,0,4,0,0,Maths
GP,M,16,U,LE3,True,primaire,primaire,services,other,course,mother,1,2,1,False,False,False,False,True,True,False,True,4,4,4,1,3,5,0,14,12,12,Maths
GP,F,15,U,GT3,True,universite,universite,teacher,teacher,course,mother,2,1,0,False,False,False,True,True,True,True,False,4,3,2,1,1,5,0,16,16,15,Maths
GP,M,15,U,GT3,True,universite,lycee,teacher,services,course,father,2,4,0,True,True,False,False,True,True,True,False,2,2,2,1,1,3,0,7,9,0,Maths
GP,M,16,U,LE3,True,college,college,services,services,reputation,father,2,1,2,False,True,False,True,True,True,True,False,2,3,3,2,2,2,8,9,9,9,Maths
GP,F,15,U,GT3,True,universite,universite,teacher,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,4,2,2,1,1,5,2,9,11,11,Maths
GP,F,16,U,LE3,True,primaire,primaire,at_home,at_home,course,mother,1,1,0,False,False,False,False,True,True,True,False,3,4,4,3,3,1,2,14,14,13,Maths
GP,M,17,U,GT3,True,college,primaire,other,other,home,mother,1,1,3,False,True,False,False,True,True,True,False,5,4,5,1,2,5,0,5,0,0,Maths
GP,F,15,U,GT3,True,primaire,primaire,other,services,course,father,1,2,0,False,True,True,False,True,True,True,False,4,4,2,1,2,5,0,8,11,11,Maths
GP,F,15,U,GT3,True,lycee,college,health,services,home,father,1,2,3,False,True,False,False,True,True,True,False,3,3,2,1,1,3,0,6,7,0,Maths
GP,F,15,U,GT3,True,primaire,college,at_home,other,course,mother,1,2,0,False,True,True,False,False,True,True,False,4,3,2,1,1,5,2,10,11,11,Maths
GP,M,16,U,GT3,True,universite,universite,teacher,teacher,course,mother,1,1,0,False,True,False,False,True,False,True,True,3,3,2,2,1,5,0,7,6,0,Maths
GP,M,15,U,LE3,False,college,primaire,services,other,course,mother,4,1,3,False,False,False,False,True,True,True,False,4,5,5,2,5,5,0,8,9,10,Maths
GP,M,18,U,LE3,True,primaire,primaire,other,other,course,mother,1,1,3,False,False,False,False,True,False,True,True,2,3,5,2,5,4,0,6,5,0,Maths
GP,M,16,U,LE3,True,college,primaire,at_home,other,course,mother,1,1,1,False,False,False,True,True,True,False,True,4,4,4,3,5,5,6,12,13,14,Maths
GP,F,15,R,GT3,True,lycee,lycee,services,services,reputation,other,2,3,2,False,True,True,True,True,True,True,True,4,2,1,2,3,3,8,10,10,10,Maths
GP,M,19,U,GT3,True,lycee,college,services,at_home,home,mother,1,1,3,False,True,False,False,True,False,True,True,4,5,4,1,1,4,0,5,0,0,Maths
GP,F,17,U,GT3,True,universite,universite,other,teacher,course,mother,1,1,0,True,True,False,False,True,True,False,True,4,2,1,1,1,4,0,11,11,12,Maths
GP,M,15,R,GT3,True,college,lycee,at_home,services,course,mother,1,2,0,True,False,True,True,True,True,False,False,4,4,4,1,1,1,2,11,8,8,Maths
GP,M,17,R,LE3,True,primaire,college,other,other,reputation,mother,1,1,0,False,False,False,False,True,True,False,False,2,2,2,3,3,5,8,16,12,13,Maths
GP,F,18,R,GT3,True,primaire,primaire,at_home,other,course,mother,3,1,3,False,True,False,True,False,True,False,False,5,2,5,1,5,4,6,9,8,10,Maths
GP,M,16,R,GT3,True,college,college,at_home,other,course,mother,3,1,0,False,False,False,False,False,True,False,False,4,2,2,1,2,3,2,17,15,15,Maths
GP,M,16,U,GT3,True,lycee,lycee,other,services,course,father,1,2,1,False,True,True,False,True,True,True,True,4,5,5,4,4,5,4,10,12,12,Maths
GP,M,17,R,LE3,True,college,primaire,at_home,other,course,mother,2,1,2,False,False,False,True,True,False,True,True,3,3,2,2,2,5,0,7,6,0,Maths
GP,M,15,R,GT3,True,lycee,college,other,other,course,mother,2,2,2,True,True,False,False,True,True,True,True,4,4,4,1,4,3,6,5,9,7,Maths
GP,M,16,U,LE3,True,primaire,college,other,other,course,mother,2,1,1,False,False,False,True,True,True,False,False,4,4,4,2,4,5,0,7,0,0,Maths
GP,M,17,U,GT3,True,primaire,lycee,at_home,services,course,father,1,1,0,False,False,False,False,True,False,True,False,5,3,3,1,4,2,2,10,10,10,Maths
GP,M,17,R,LE3,True,primaire,primaire,other,services,course,mother,4,2,3,False,False,False,True,True,False,False,True,5,3,5,1,5,5,0,5,8,7,Maths
GP,M,16,U,GT3,True,lycee,college,services,services,course,mother,2,1,1,False,True,False,True,False,False,False,False,4,5,2,1,1,2,16,12,11,12,Maths
GP,M,16,U,GT3,True,college,college,other,other,course,father,1,2,0,False,False,False,False,True,False,True,False,4,3,5,2,4,4,4,10,10,10,Maths
GP,F,16,U,GT3,True,universite,college,health,services,home,father,1,2,0,False,False,True,False,True,True,True,True,4,2,3,1,1,3,0,14,15,16,Maths
GP,F,16,U,GT3,True,college,college,other,other,home,mother,1,2,0,False,True,True,False,False,True,True,False,5,1,5,1,1,4,0,6,7,0,Maths
GP,F,16,U,GT3,True,universite,universite,health,health,reputation,mother,1,2,0,False,True,True,False,True,True,True,True,4,4,2,1,1,3,0,14,14,14,Maths
GP,M,16,U,GT3,True,lycee,universite,other,other,course,father,3,1,2,False,True,False,True,False,True,True,False,3,4,5,2,4,2,0,6,5,0,Maths
GP,M,16,U,GT3,True,primaire,aucun,other,other,reputation,mother,2,2,0,False,True,True,True,True,True,True,True,4,3,2,1,1,3,2,13,15,16,Maths
GP,M,17,U,LE3,True,universite,universite,teacher,other,reputation,mother,1,2,0,False,True,True,True,True,True,True,False,4,4,4,1,3,5,0,13,11,10,Maths
GP,F,16,U,GT3,True,primaire,lycee,at_home,services,home,mother,1,2,3,False,False,False,True,False,True,True,True,4,3,5,1,1,3,0,8,7,0,Maths
GP,F,16,U,LE3,True,lycee,lycee,other,other,reputation,mother,2,2,0,False,True,True,True,True,True,True,False,4,4,5,1,1,4,4,10,11,9,Maths
GP,M,17,U,LE3,True,universite,lycee,teacher,other,course,mother,2,2,0,False,False,True,True,True,True,True,False,4,4,4,4,4,4,4,10,9,9,Maths
